Unnamed: 0,cand_name,year,election_type,state,district,party,incumbency_status,race_outcome,contributions,percentage_votes,in_db,campaign_site,campaign_facebook,campaign_x,campaign_instagram,personal_website,personal_facebook,personal_linkedin
898,SAM BROWN,2024,federal:senate,NV,NV,REPUBLICAN,unknown,Lost,unknown,0.462233261,False,https://captainsambrown.com/,https://www.facebook.com/captainsambrown,https://x.com/captainsambrown,https://www.instagram.com/captainsambrown/,,,https://www.linkedin.com/in/brownsam/
899,KIRSTEN E. GILLIBRAND,2024,federal:senate,NY,NY,DEMOCRAT,unknown,Won,unknown,0.562157955,False,,,,,,,
900,MICHAEL D. SAPRAICONE,2024,federal:senate,NY,NY,REPUBLICAN,unknown,Lost,unknown,0.387368597,False,https://mikesapraiconeforcongress.com,https://www.facebook.com/mikesapraiconeforcongress,https://x.com/MikeSapraicone,https://www.instagram.com/mikesapraicone/,,,https://www.linkedin.com/in/michael-d-sapraicone-314a9b12/
901,BERNIE MORENO,2024,federal:senate,OH,OH,REPUBLICAN,unknown,Won,unknown,0.500889279,False,https://berniemoreno.com,https://www.facebook.com/profile.php?id=100066347036803,https://x.com/berniemoreno,https://www.instagram.com/berniemorenoforohio,,https://www.facebook.com/bernie.moreno.73,https://www.linkedin.com/in/bernie-moreno-4251884/
902,SHERROD BROWN,2024,federal:senate,OH,OH,DEMOCRAT,unknown,Lost,unknown,0.464702119,False,https://www.sherrodbrown.com/,,,,,,
903,DAVE MCCORMICK,2024,federal:senate,PA,PA,REPUBLICAN,unknown,Won,unknown,0.48818442,False,https://www.davemccormickpa.com/meet-david/,,,,,,
904,ROBERT P CASEY JR,2024,federal:senate,PA,PA,DEMOCRAT,unknown,Lost,unknown,0.486013703,False,https://bobcasey.com/,https://www.facebook.com/BobCaseyJr/,https://x.com/Bob_Casey,https://www.instagram.com/bobcaseyjr/,,,
905,SHELDON WHITEHOUSE,2024,federal:senate,RI,RI,DEMOCRAT,unknown,Won,unknown,0.598975908,False,,,,,,,
906,PATRICIA MORGAN,2024,federal:senate,RI,RI,REPUBLICAN,unknown,Lost,unknown,0.398495369,False,http://www.repmorgan.com/,,,,,,
907,MARSHA BLACKBURN,2024,federal:senate,TN,TN,REPUBLICAN,unknown,Won,unknown,0.637963126,False,https://marshablackburn.com,https://www.facebook.com/votemarshablackburn/,https://x.com/VoteMarsha,https://www.instagram.com/votemarsha/,,,https://www.linkedin.com/in/senator-marsha-blackburn/
908,GLORIA JOHNSON,2024,federal:senate,TN,TN,DEMOCRAT,unknown,Lost,unknown,0.34162065,False,,https://www.facebook.com/VoteGloriaJohnson,https://x.com/VoteGloriaJ,https://www.instagram.com/votegloriaj/,,https://www.facebook.com/gloria.johnson.739,https://www.linkedin.com/in/gloria-johnson-8396437/
909,TED CRUZ,2024,federal:senate,TX,TX,REPUBLICAN,unknown,Won,unknown,0.530536527,False,https://www.tedcruz.org/,,,,,,
910,COLIN ALLRED,2024,federal:senate,TX,TX,DEMOCRAT,unknown,Lost,unknown,0.445564475,False,https://maketexasallred.com/,,,,,,
911,JOHN CURTIS,2024,federal:senate,UT,UT,REPUBLICAN,unknown,Won,unknown,0.625004698,False,https://www.johncurtis.org/,https://www.facebook.com/JohnCurtisCampaign/,https://x.com/CurtisUT,https://www.instagram.com/curtisut/,,https://www.facebook.com/JCurtis,https://www.linkedin.com/in/john-r-curtis/
912,CAROLINE GLEICH,2024,federal:senate,UT,UT,DEMOCRAT,unknown,Lost,unknown,0.317398116,False,https://carolinegleich.com/,,,,,,
913,TIMOTHY M. KAINE,2024,federal:senate,VA,VA,DEMOCRAT,unknown,Won,unknown,0.54371746,False,https://timkaine.com/,,,,,,
914,HUNG CAO,2024,federal:senate,VA,VA,REPUBLICAN,unknown,Lost,unknown,0.454368484,False,https://www.hungforva.com,https://www.facebook.com/HungCaoVirginia,https://x.com/HungCao_VA,https://www.instagram.com/hungcaova,,,https://www.linkedin.com/in/hung-cao-9a377b1/
915,BERNIE SANDERS,2024,federal:senate,VT,VT,OTHER,unknown,Won,unknown,0.615280851,False,https://berniesanders.com/,,,,,,
916,GERALD MALLOY,2024,federal:senate,VT,VT,REPUBLICAN,unknown,Lost,unknown,0.312460946,False,https://www.deploymalloy.com/,,,,,,
917,MARIA CANTWELL,2024,federal:senate,WA,WA,DEMOCRAT,unknown,Won,unknown,0.590856762,False,https://www.cantwell.com/,https://www.facebook.com/mariacantwell,https://x.com/MariaCantwell,,,,
918,DR RAUL GARCIA,2024,federal:senate,WA,WA,REPUBLICAN,unknown,Lost,unknown,0.406355749,False,https://garciaforwa.com/category/news/,,,,,,
919,TAMMY BALDWIN,2024,federal:senate,WI,WI,DEMOCRAT,unknown,Won,unknown,0.493330015,False,https://www.tammybaldwin.com/,https://www.facebook.com/TammyBaldwin/,https://x.com/tammybaldwin,https://www.instagram.com/tammybaldwinwi/,,,
920,ERIC HOVDE,2024,federal:senate,WI,WI,REPUBLICAN,unknown,Lost,unknown,0.484842015,False,,,,,,,
921,JIM JUSTICE,2024,federal:senate,WV,WV,REPUBLICAN,unknown,Won,unknown,0.687531513,True,http://jimjusticewv.com,https://www.facebook.com/JimJusticeWV/,https://x.com/JimJusticeWV,https://www.instagram.com/jimjusticewv/,,https://www.facebook.com/profile.php?id=61560927136952,
922,GLENN ELLIOTT,2024,federal:senate,WV,WV,DEMOCRAT,unknown,Lost,unknown,0.277575607,False,https://www.elliottforwv.com,https://www.facebook.com/ElliottForWV,https://x.com/ElliottForWV,https://www.instagram.com/elliottforwv,,https://www.facebook.com/elliott1971,https://www.linkedin.com/in/glenn-f-elliott-471a93/
923,JOHN BARRASSO,2024,federal:senate,WY,WY,REPUBLICAN,unknown,Won,unknown,0.731837579,False,https://barrassoforwyoming.com/,https://www.facebook.com/barrassoforwyoming/,https://x.com/barrassoforwyo,,,,
924,SCOTT D MORROW,2024,federal:senate,WY,WY,DEMOCRAT,unknown,Lost,unknown,0.235048299,False,https://morrowforwyoming.com/,https://www.facebook.com/morrowforwyoming,,https://www.instagram.com/morrowforwyoming/,,,
925,JENNIFER MCCLELLAN,2023,federal:house,VA,4,DEMOCRAT,unknown,Won,unknown,0.744,False,,,,,,,
926,LEON BENJAMIN,2023,federal:house,VA,4,REPUBLICAN,unknown,Lost,unknown,0.255,False,https://benjamin4congress.com/,https://www.facebook.com/LeonBenjaminVA4,https://x.com/Leon4Congress,https://www.instagram.com/benjamin4congress/,,https://www.facebook.com/leon.benjamin1,https://www.linkedin.com/in/leon-benjamin-b04482164/
927,GABE AMO,2023,federal:house,RI,1,DEMOCRAT,unknown,Won,unknown,0.647,False,https://www.gabeamo.com/,https://www.facebook.com/gabeamoforcongress,https://x.com/gabeamo,https://www.instagram.com/gabeamoforcongress,,https://www.facebook.com/profile.php?id=61553372409999,https://www.linkedin.com/in/gabeamo/
928,GERRY LEONARD JR.,2023,federal:house,RI,1,REPUBLICAN,unknown,Lost,unknown,0.35,False,https://www.leonardforcongress.com,https://www.facebook.com/profile.php?id=100094537123824,https://x.com/GerryLeonardRI,,,,https://www.linkedin.com/in/gerry-leonard/
929,CELESTE MALOY,2023,federal:house,UT,2,REPUBLICAN,unknown,Won,unknown,0.571,False,https://www.celesteforutah.com,https://www.facebook.com/CelestemaloyUT,https://x.com/CelesteMaloyUT,https://www.instagram.com/celestemaloyut/,,https://www.facebook.com/celeste.maloy,https://www.linkedin.com/in/celeste-maloy-71043166/
930,KATHLEEN RIEBE,2023,federal:house,UT,2,DEMOCRAT,unknown,Lost,unknown,0.336,False,https://riebeforcongress.com/,,,,,,
931,JIMMY PATRONIS,2025,federal:house,FL,1,REPUBLICAN,unknown,Won,unknown,0.569,True,http://joinjimmy.com,,,,,,
932,GAY VALIMONT,2025,federal:house,FL,1,DEMOCRAT,unknown,Lost,unknown,0.423,True,https://gayvalimontforcongress.substack.com/p/gay-valimonts-campaign-a-wave-of,,,,,https://www.facebook.com/GayGillespie.Valimont,
933,RANDY FINE,2025,federal:house,FL,6,REPUBLICAN,unknown,Won,unknown,0.567,True,http://voterandyfine.com,,,,,,
934,JOSH WEIL,2025,federal:house,FL,6,DEMOCRAT,unknown,Lost,unknown,0.427,True,https://dos.elections.myflorida.com/candidates/CanDetail.asp?account=88857,,,,,https://www.facebook.com/joshua.j.weil,https://www.linkedin.com/in/joshua-weil-04a49929/
935,JAMES WALKINSHAW,2025,federal:house,VA,11,DEMOCRAT,unknown,Won,unknown,0.751,True,http://jameswalkinshaw.org,,,,,,
936,STEWART WHITSON,2025,federal:house,VA,11,REPUBLICAN,unknown,Lost,unknown,0.247,True,https://www.whitsonforcongress.com/,,https://x.com/stew_whitson,,,,
937,ADELITA GRIJALVA,2025,federal:house,AZ,7,DEMOCRAT,unknown,Won,unknown,0.689,True,https://www.adelitaforcongress.com/,,,,,,
938,DANIEL BUTIEREZ,2025,federal:house,AZ,7,REPUBLICAN,unknown,Lost,unknown,0.294,True,https://butierezforcongress.org,https://www.facebook.com/profile.php?id=61556219533310,https://x.com/Butierez4C,,,https://www.facebook.com/daniel.butierez.3,https://www.linkedin.com/in/daniel-butierez-abb057304/
939,MATT VAN EPPS,2025,federal:house,TN,7,REPUBLICAN,unknown,Won,unknown,0.539,True,http://mattfortn.com,,,,,,
940,AFTYN BEHN,2025,federal:house,TN,7,DEMOCRAT,unknown,Lost,unknown,0.451,True,http://aftynforcongress.com,,,,,,
941,CHRISTIAN MENEFEE,2025,federal:house,TX,18,DEMOCRAT,unknown,Won,unknown,0.689,False,https://christianmenefee.com,https://www.facebook.com/ChristianDMenefee/,https://x.com/CDMenefee,https://www.instagram.com/cdmenefee_/,https://www.menefeeforhc.com/,https://www.facebook.com/christian.menefee,https://www.linkedin.com/in/christian-d-menefee-b641043a/
942,AMANDA EDWARDS,2025,federal:house,TX,18,DEMOCRAT,unknown,Lost,unknown,0.311,False,https://www.edwardsforhouston.com/,,,,,,
943,ANDY BESHEAR,2023,state:governor,KY,KY,DEMOCRAT,TRUE,Won,,0.525,False,https://andybeshear.com/,https://www.facebook.com/AndyBeshearKY,https://x.com/AndyBeshearKY,https://www.instagram.com/andybeshearky/,,,
944,DANIEL CAMERON,2023,state:governor,KY,KY,REPUBLICAN,FALSE,Lost,,0.475,False,https://cameronforkentucky.com/,,,,,,
945,JEFF LANDRY,2023,state:governor,LA,LA,REPUBLICAN,FALSE,Won,,0.516,False,https://jefflandry.com/,https://www.facebook.com/LandryforLA/,https://x.com/JeffLandry,https://www.instagram.com/jefflandryforlouisiana/,,https://www.facebook.com/jeffrey.m.landry,https://www.linkedin.com/in/jeff-landry-5482b267/
946,SHAWN WILSON,2023,state:governor,LA,LA,DEMOCRATIC,FALSE,Lost,,0.259,False,,,,,,,
947,TATE REEVES,2023,state:governor,MS,MS,REPUBLICAN,TRUE,Won,,0.509,False,https://tatereeves.com/,,,,,,
948,BRANDON PRESLEY,2023,state:governor,MS,MS,DEMOCRAT,FALSE,Lost,,0.477,False,https://www.brandonpresley.com/,https://www.facebook.com/brandon.presley.ms,,,,https://www.facebook.com/people/Brandon-Presley/100000820111587/,https://www.linkedin.com/in/brandon-presley-a2756a90/
949,MATT MEYER,2024,state:governor,DE,DE,DEMOCRAT,FALSE,Won,,0.561,True,https://mattmeyer.org/,,,,,,
950,MICHAEL RAMONE,2024,state:governor,DE,DE,REPUBLICAN,FALSE,Lost,,0.439,True,https://www.mikeramone.com/,https://www.facebook.com/mikeramoneforgovernor,https://x.com/RamoneForDE,,,https://www.facebook.com/MichaelJRamone,https://www.linkedin.com/in/mike-ramone-1253b2/
951,MIKE BRAUN,2024,state:governor,IN,IN,REPUBLICAN,FALSE,Won,,0.544,False,https://mikebraunforindiana.com,https://www.facebook.com/mikebraunforindiana,https://x.com/braun4indiana,https://www.instagram.com/braunforindiana/,,,
952,JENNIFER MCCORMICK,2024,state:governor,IN,IN,DEMOCRAT,FALSE,Lost,,0.411,False,https://www.mccormickforgov.com,https://www.facebook.com/mccormickforgov,https://x.com/mccormickforgov,https://www.instagram.com/mccormickforgov/,,https://www.facebook.com/jmccormick2720,https://www.linkedin.com/in/jennifer-mccormick-406a6253/
953,MIKE KEHOE,2024,state:governor,MO,MO,REPUBLICAN,FALSE,Won,,0.592,True,https://www.mikekehoe.com/,,,,,,
954,CRYSTAL QUADE,2024,state:governor,MO,MO,DEMOCRAT,FALSE,Lost,,0.387,True,https://crystalquade.com,https://www.facebook.com/QuadeForMissouri,https://x.com/crystal_quade,https://www.instagram.com/crystalquade,,https://www.facebook.com/crystal.quade.33,
955,GREG GIANFORTE,2024,state:governor,MT,MT,REPUBLICAN,TRUE,Won,,0.589,False,,,,,,,
956,RYAN BUSSE,2024,state:governor,MT,MT,DEMOCRAT,FALSE,Lost,,0.386,False,https://busseformontana.com/,,,,,https://www.facebook.com/ryan.busse.39,https://www.linkedin.com/in/ryan-busse-90357b15/
957,KELLY AYOTTE,2024,state:governor,NH,NH,REPUBLICAN,FALSE,Won,,0.536,True,,,,,,,
958,JOYCE CRAIG,2024,state:governor,NH,NH,DEMOCRAT,FALSE,Lost,,0.443,True,https://kathybyron.com/,https://www.facebook.com/KathyByronVA,https://x.com/kathybyron,,,https://www.facebook.com/kathy.byron.39,https://www.linkedin.com/in/kathy-byron-18221610/
959,JOSH STEIN,2024,state:governor,NC,NC,DEMOCRAT,FALSE,Won,,0.549,True,https://www.joshstein.org,https://www.facebook.com/JoshSteinNC,https://x.com/JoshStein_,https://www.instagram.com/joshsteinnc/,,https://www.facebook.com/joshhstein,https://www.linkedin.com/in/joshua-stein-7b68b85/
960,MARK ROBINSON,2024,state:governor,NC,NC,REPUBLICAN,FALSE,Lost,,0.401,False,https://www.markrobinsonfornc.com,https://www.facebook.com/robinsonfornc,https://x.com/markrobinsonNC,https://www.instagram.com/markrobinsonfornc/,,https://www.facebook.com/mark.k.robinson.3,
961,KELLY ARMSTRONG,2024,state:governor,ND,ND,REPUBLICAN,FALSE,Won,,0.684,False,https://www.armstrongnd.com/,https://www.facebook.com/ArmstrongND,,,,https://www.facebook.com/kelly.armstrong.1291,https://www.linkedin.com/in/kelly-armstrong-2a9562a3/
962,MERILL PIEPKORN,2024,state:governor,ND,ND,DEMOCRAT,FALSE,Lost,,0.26,False,https://www.merrillfornd.com/,https://www.facebook.com/mp4nd/,,,,https://www.facebook.com/profile.php?id=1677684504,
963,SPENCER COX,2024,state:governor,UT,UT,REPUBLICAN,TRUE,Won,,0.529,False,https://www.votecox.com/,https://www.facebook.com/coxforgovernor,https://x.com/coxforgovernor,https://www.instagram.com/coxforgovernor/,,https://www.facebook.com/spencer.j.cox.7,https://www.linkedin.com/in/govcox/
964,BRIAN KING,2024,state:governor,UT,UT,DEMOCRAT,FALSE,Lost,,0.285,False,https://www.kingforutah.com,https://www.facebook.com/kingforutah/,https://x.com/KingForUtah,https://www.instagram.com/kingforutah,http://www.erisa-claims.com/bio/brian-s-king.cfm,https://www.facebook.com/brian.king.7528,https://www.linkedin.com/in/brian-king-774565/
965,PHIL SCOTT,2024,state:governor,VT,VT,REPUBLICAN,TRUE,Won,,0.734,True,https://www.philscott.org/,https://www.facebook.com/PhilScottforVermont,https://x.com/PhilScott4VT,https://www.instagram.com/philscottvt,,https://www.facebook.com/phil.scott.7,https://www.linkedin.com/in/phil-scott-78658511a/
966,ESTHER CHARLESTIN,2024,state:governor,VT,VT,DEMOCRAT,FALSE,Lost,,0.218,True,https://charlestinforvermont.com/,https://www.facebook.com/estherforvermont/,,https://www.instagram.com/estherforvt,,https://www.facebook.com/bethechangeestherthomas,https://www.linkedin.com/in/esthercharlestin/
967,BOB FERGUSON,2024,state:governor,WA,WA,DEMOCRAT,FALSE,Won,,0.557,True,https://www.bobferguson.com/,https://www.facebook.com/bobfergusonAG,https://x.com/BobFergusonGov,https://www.instagram.com/bobferguson4wa/,,https://www.facebook.com/bob.ferguson.75,
968,DAVE REICHERT,2024,state:governor,WA,WA,REPUBLICAN,FALSE,Lost,,0.443,True,https://reichertforgovernor.com,https://www.facebook.com/reichert4gov,https://x.com/reichert4gov,https://www.instagram.com/reichert4gov,,https://www.facebook.com/dave.reichert,https://www.linkedin.com/in/dave-reichert-70646813/
969,PATRICK MORRISEY,2024,state:governor,WV,WV,REPUBLICAN,FALSE,Won,,0.62,True,https://patrickmorrisey.com/,https://www.facebook.com/MorriseyWV,https://x.com/MorriseyWV,https://www.instagram.com/teammorriseywv/,,,https://www.linkedin.com/in/patrick-morrisey-215339b/
970,STEVE WILLIAMS,2024,state:governor,WV,WV,DEMOCRAT,FALSE,Lost,,0.316,True,https://stevewilliamswv.com/,,,,,https://www.facebook.com/steve.williams.3304673,https://www.linkedin.com/in/stephen-williams-2842a310/
971,MIKIE SHERRILL,2025,state:governor,NJ,NJ,DEMOCRAT,FALSE,Won,,0.569,False,https://www.mikiesherrill.com/,https://www.facebook.com/MikieSherrillForNewJersey,https://x.com/MikieSherrill,https://www.instagram.com/mikiesherrill,,https://www.facebook.com/mikie.sherrill.54,https://www.linkedin.com/in/mikie-sherrill-6500275a/
972,JACK CIATTARELLI,2025,state:governor,NJ,NJ,REPUBLICAN,FALSE,Lost,,0.425,False,https://www.jack4nj.com/,https://www.facebook.com/Jack4NJ,https://x.com/Jack4NJ,https://www.instagram.com/jack4nj/,,,https://www.linkedin.com/in/jack-ciattarelli-a19a839/
973,ABIGAIL SPANBERGER,2025,state:governor,VA,VA,DEMOCRAT,FALSE,Won,,0.576,True,http://governor.virginia.gov,,,,,,
974,WINSOME EARLE-SEARS,2025,state:governor,VA,VA,REPUBLICAN,FALSE,Lost,,0.422,True,http://winsomesears.com,,,,,,
975,RUSSELL COLEMAN,2023,state:ag,KY,KY,REPUBLICAN,FALSE,Won,,0.58,False,,,,,,,
976,PAMELA STEVENSON,2023,state:ag,KY,KY,DEMOCRAT,FALSE,Lost,,0.42,False,https://www.stevensonforsenate.com/,,,,,,
977,LIZ MURRILL,2023,state:ag,LA,LA,REPUBLICAN,FALSE,Won,,0.664,False,https://liz4la.com/,https://www.facebook.com/LizMurrillforAG,https://x.com/LizMurrillforAG,https://www.instagram.com/lizmurrillforag/,,https://www.facebook.com/liz.murrill,https://www.linkedin.com/in/elizabeth-murrill-4368a6b7/
978,LINDSEY CHEEK,2023,state:ag,LA,LA,DEMOCRAT,FALSE,Lost,,0.336,False,https://www.thecheeklawfirm.com/lindsey-cheek,,,,,,
979,LYNN FITCH,2023,state:ag,MS,MS,REPUBLICAN,TRUE,Won,,0.581,False,https://attorneygenerallynnfitch.com/2024/02/06/ag-fitch-proposes-campaign-finance-law-reforms-to-keep-mississippi-elections-for-mississippi-voters-february-6-2024/,,,,,,
980,GRETA MARTIN,2023,state:ag,MS,MS,DEMOCRAT,FALSE,Lost,,0.419,False,https://www.gretaforag.com/,https://www.facebook.com/gretaforag/,https://x.com/gretamartin33,,,,https://www.linkedin.com/in/greta-kemp-martin-9832a5217/
981,TODD ROKITA,2024,state:ag,IN,IN,REPUBLICAN,TRUE,Won,,0.5883,False,https://toddrokita.com/,https://www.facebook.com/ToddRokitaIN/,https://x.com/ToddRokitaIN,,,https://www.facebook.com/todd.rokita.9,https://www.linkedin.com/in/todd-rokita-091316185/
982,DESTINY WELLS,2024,state:ag,IN,IN,DEMOCRAT,FALSE,Lost,,0.4117,False,https://www.wellsforindiana.com/,,,,,,
983,ANDREW BAILEY,2024,state:ag,MO,MO,REPUBLICAN,TRUE,Won,,0.5978,False,https://baileymo.com/,https://www.facebook.com/AndrewBaileyMO,https://x.com/AndrewBaileyMO,https://www.instagram.com/andrewbaileymo/,,,
984,ELAD GROSS,2024,state:ag,MO,MO,DEMOCRAT,FALSE,Lost,,0.3792,False,https://www.eladgross.org,https://www.facebook.com/EladGrossMO/,https://x.com/BigElad,https://www.instagram.com/bigelad/,,https://www.facebook.com/BigElad,https://www.linkedin.com/in/eladgross/
985,AUSTIN KNUDSEN,2024,state:ag,MT,MT,REPUBLICAN,TRUE,Won,,0.5971,False,https://austinformontana.com/,https://www.facebook.com/AustinKnudsenMT,,,,https://www.facebook.com/austin.knudsen.5,
986,BEN ALKE,2024,state:ag,MT,MT,DEMOCRAT,FALSE,Lost,,0.4029,False,https://www.alkeformt.com/,https://www.facebook.com/benalkeformontana,,https://www.instagram.com/alkeformontana/,,,https://www.linkedin.com/in/ben-alke-bb6505198/
987,JEFF JACKSON,2024,state:ag,NC,NC,DEMOCRAT,FALSE,Won,,0.5143,False,https://www.jeffjacksonnc.com/,,,,,,
988,DAN BISHOP,2024,state:ag,NC,NC,REPUBLICAN,FALSE,Lost,,0.4857,False,https://votedanbishop.com/,https://www.facebook.com/danbishopnc/,https://x.com/danbishopnc,https://www.instagram.com/danbishopnc/,,https://www.facebook.com/dan.bishop.9047,https://www.linkedin.com/in/dan-bishop-0085039b/
989,DAN RAYFIELD,2024,state:ag,OR,OR,DEMOCRAT,FALSE,Won,,0.5437,False,https://www.danrayfield.com/,https://www.facebook.com/DanRayfieldOR,https://x.com/DanRayfield,,,,https://www.linkedin.com/in/dan-rayfield-a4710455/
990,WILL LATHROP,2024,state:ag,OR,OR,REPUBLICAN,FALSE,Lost,,0.4551,False,https://www.willlathrop.com/,https://www.facebook.com/WillLathropOregon,https://x.com/LathropWill,https://www.instagram.com/willlathrop/,,https://www.facebook.com/will.lathrop.1,https://www.linkedin.com/in/will-lathrop-b7053866
991,DAVE SUNDAY,2024,state:ag,PA,PA,REPUBLICAN,FALSE,Won,,0.5081,False,https://www.davesundayforag.com,https://www.facebook.com/DaveSundayforDistrictAttorney/,https://x.com/DaveSunday_,,,,https://www.linkedin.com/in/dave-sunday-54348890/
992,EUGENE DEPASQUALE,2024,state:ag,PA,PA,DEMOCRAT,FALSE,Lost,,0.462,False,,,,,,,
993,DEREK BROWN,2024,state:ag,UT,UT,REPUBLICAN,FALSE,Won,,0.5784,False,https://www.derekforutah.com/,https://www.facebook.com/derekforutah,https://x.com/derekforutah,https://www.instagram.com/derekforutah/,,https://www.facebook.com/derekbrownutah,https://www.linkedin.com/in/derekbrownutah/
