candidate_id,candidate_name,state,race_type,year,district,election_stage,bad_campaign_url,bad_wikipedia_url,action,found_campaign_url
16578,Briana Hughes,Florida,State House,2024,14,general,https://brianforflorida.com/,https://en.wikipedia.org/wiki/Brian_Hodgers,clear_both,https://brianforflorida.com/
12134,Troy Shelley,Utah,State House,2024,66,general,https://www.utahhouse.org/,,clear_campaign_url_only,https://www.utahhouse.org/
12415,Brian Nielson,Utah,State House,2024,66,general,https://www.utahhouse.org/,https://en.wikipedia.org/wiki/Troy_Shelley,clear_both,https://www.utahhouse.org/
12177,Christopher S Friend,New York,State House,2024,124,general,http://assembly.state.ny.us/mem/?ad=124,,clear_campaign_url_only,http://assembly.state.ny.us/mem/?ad=124
12191,Pete Elverum,Montana,State House,2024,82,general,https://www.legmt.gov/legislators/1333/,,clear_campaign_url_only,https://www.legmt.gov/legislators/1333/
12217,Leon Michael Lillie,Minnesota,State House,2024, 044B,general,https://www.house.leg.state.mn.us/members/profile/15553,,clear_campaign_url_only,https://www.house.leg.state.mn.us/members/profile/15553
15741,Tj Hawthorne,Minnesota,State House,2024, 044B,general,https://www.house.leg.state.mn.us/members/profile/15553,https://en.wikipedia.org/wiki/Leon_Lillie,clear_both,https://www.house.leg.state.mn.us/members/profile/15553
15344,Joshua Sorensen,Utah,State House,2024,58,general,https://www.david4utah.com/,https://en.wikipedia.org/wiki/David_Shallenberger,clear_both,https://www.david4utah.com/
12917,Marisa Ulmen,Minnesota,State House,2024, 022A,general,http://bjornolsonformn.com,https://en.wikipedia.org/wiki/Bjorn_Olson,clear_both,https://ulmenforhouse.org/
15914,Tamara Lesnar,South Dakota,State House,2024,1,general,http://johnthune.com,https://en.wikipedia.org/wiki/John_Thune,clear_both,http://johnthune.com
14588,Del A Schmechel,Wisconsin,State House,2024,98,general,https://jimforwi.com/,https://en.wikipedia.org/wiki/Jim_Piwowarczyk,clear_both,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=647524
12269,Douglas Wozniak,Michigan,State House,2024,59,general,http://macombcountyrealestateattorney.com/,,clear_campaign_url_only,http://macombcountyrealestateattorney.com/
12809,Gregg Lindner,Delaware,State House,2024,4,general,https://www.vote4jeff.net/meet-jeff,https://en.wikipedia.org/wiki/Jeff_Hilovsky,clear_both,https://www.vote4jeff.net/meet-jeff
13043,Teresa Whitson,Minnesota,State House,2024, 047A,general,https://amandaformnhouse.com/,https://en.wikipedia.org/wiki/Amanda_Hemmingsen-Jaeger,clear_both,https://www.whitsonforhouse.com/
16326,Shana Tremaine,Idaho,State House,2024, 010-POSITION B,general,http://youngbloodforidaho.com,https://en.wikipedia.org/wiki/Rick_Youngblood,clear_both,http://youngbloodforidaho.com
12435,Danny Mathis,Georgia,State House,2024,133,general,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=408557,,clear_campaign_url_only,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=408557
15221,Ellace Henderson,Kansas,State House,2024,110,general,http://traceymann.com,https://en.wikipedia.org/wiki/Tracey_Mann,clear_both,https://vote-usa.org/Intro.aspx?State=KS&Id=KSHendersonEllace
13406,Sandra Pinsonault,Vermont,State House,2024, BENNINGTON-RUTLAND,general,https://www.sandy4vt.com/,,clear_campaign_url_only,https://www.sandy4vt.com/
12620,Emma Carpenter,Montana,State House,2024,46,general,http://www.biblebee.org/,https://en.wikipedia.org/wiki/National_Bible_Bee,clear_both,https://contactgovernors.com/states/montana/emma-kerr-carpenter/
12674,Eunice Lehmacher,South Carolina,State House,2024,3,general,https://phillipbowers.com/index.html#/,https://en.wikipedia.org/wiki/Phillip_Bowers,clear_both,https://www.phillipbowers.com
12708,Kenneth Collins,Kansas,State House,2024,2,general,https://www.kenforkansas.net/,,clear_campaign_url_only,https://www.kenforkansas.net/
12717,Linda Morse,Kansas,State House,2024,51,general,https://kslegislature.gov/li/b2025_26/members/rep_steele_megan_1/,https://en.wikipedia.org/wiki/Megan_Steele,clear_both,https://kslegislature.gov/li/b2025_26/members/rep_steele_megan_1/
15388,Karen I Spalding,Missouri,State House,2024,19,general,https://www.upballot.com/Wick-Thomas/,https://en.wikipedia.org/wiki/Wick_Thomas,clear_both,https://www.upballot.com/Wick-Thomas/
12789,Debra Marie Sarinana,New Mexico,State House,2024,21,general,https://web.archive.org/web/20161005032929/http://debbieforhd21.nationbuilder.com/,,clear_campaign_url_only,https://web.archive.org/web/20161005032929/http://debbieforhd21.nationbuilder.com/
16310,Tony Ullrich,Idaho,State House,2024, 008-POSITION B,general,https://fayethompson4idaho.com/,https://en.wikipedia.org/wiki/Faye_Thompson,clear_both,https://idahovoters.com/person/tony-ullrich/
16524,Kevan Myers,Kansas,State House,2024,37,general,https://www.heatherforkansashouse.com,https://en.wikipedia.org/wiki/Heather_Meyer,clear_both,https://kevanforkansas.mystrikingly.com/
14099,Izzy Hassey Nevarez,Wisconsin,State House,2024,38,general,http://www.votemarkborn.com/,https://en.wikipedia.org/wiki/Mark_Born,clear_both,http://www.votemarkborn.com/
13121,Laura M Hurley Kimble,West Virginia,State House,2024,71,general,http://mooreforwv.com,https://en.wikipedia.org/wiki/Riley_Moore,clear_both,https://kim.com/
13137,Jana Hunt,South Dakota,State House,2024, 028A,general,https://www.terrijorgenson.com/,,clear_campaign_url_only,https://www.terrijorgenson.com/
13176,David F Bedey,Montana,State House,2024,86,general,https://www.ourcampaigns.com/ContainerDetail.html?ContainerID=2314,https://en.wikipedia.org/wiki/List_of_Montana_State_Representatives,clear_both,https://www.davidbedey.com
15704,Joanne R Forti,Rhode Island,State House,2024,34,general,http://ri.gov,https://en.wikipedia.org/wiki/Rhode_Island,clear_both,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=663841
15006,Kimberly Titlebaum,North Carolina,State House,2024,80,general,http://timmoorenc.com,https://en.wikipedia.org/wiki/Tim_Moore_(North_Carolina_politician),clear_both,https://web.archive.org/web/20230405171139/https://www.triciacotham.org/
14595,Jazz Alexis,Idaho,State House,2024, 017-POSITION B,general,http://gov.idaho.gov,https://en.wikipedia.org/wiki/List_of_governors_of_Idaho,clear_both,https://www.jazz4idaho.com
15662,Dennis Grindel,Kansas,State House,2024,31,general,http://bufvc.ac.uk/dvdfind/index.php/title/14553,https://en.wikipedia.org/wiki/Dennis_Moore_(politician),clear_both,https://www.grindel4kshouse.com/
13509,Kimberly Haggan,Maine,State House,2024,36,general,https://www.kimforme.com/,,clear_campaign_url_only,https://www.kimforme.com/
13427,Nina Webber,Wyoming,State House,2024,24,general,https://wyoleg.gov/Legislators/2025/H/2123,,clear_campaign_url_only,https://wyoleg.gov/Legislators/2025/H/2123
13971,Russell White,Maine,State House,2024,13,general,https://www.russformaine.com/,,clear_campaign_url_only,https://www.russformaine.com/
13721,Mike Cameron,Georgia,State House,2024,1,general,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=468954,,clear_campaign_url_only,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=468954
13735,Linda B Rosenthal,New York,State House,2024,67,general,https://assembly.state.ny.us/mem/?ad=067,,clear_campaign_url_only,https://assembly.state.ny.us/mem/?ad=067
16958,Ervin Sabic,Iowa,State House,2024,62,general,http://joniernst.com,https://en.wikipedia.org/wiki/Joni_Ernst,clear_both,https://bluevoterguide.org/district/IA/Iowa_House_of_Representatives_District_62/13374/174
16120,Derek Alvarado,Ohio,State House,2024,74,general,https://ohio.gov,https://en.wikipedia.org/wiki/Ohio,clear_both,https://bluevoterguide.org/OH/candidate_Derek_Alvarado/527574
13919,Daniel Sayre,Maine,State House,2024,135,general,https://www.dan4maine.com,,clear_campaign_url_only,https://www.dan4maine.com
14062,Scott Williams,Maine,State House,2024,54,general,https://unc.edu,https://en.wikipedia.org/wiki/University_of_North_Carolina_at_Chapel_Hill,clear_both,https://unc.edu
13943,Laurie E York,Maine,State House,2024,29,general,http://maine.gov,https://en.wikipedia.org/wiki/Maine,clear_both,http://maine.gov
16012,Riche Colcombe,New Hampshire,State House,2024, HILLSBOROUGH 030,general,https://www.congressweb.com/tsepublicresources/legislators/info/mbr_id/5154/,,clear_campaign_url_only,https://www.congressweb.com/tsepublicresources/legislators/info/mbr_id/5154/
14112,Debra Lynn Powers,Vermont,State House,2024, CALEDONIA-1,general,https://www.votedebbievt.com/,,clear_campaign_url_only,https://www.votedebbievt.com/
14194,Angela Moore,Georgia,State House,2024,91,general,https://www.legis.ga.gov/members/house/5008?session=1031,,clear_campaign_url_only,https://www.legis.ga.gov/members/house/5008?session=1031
14242,Kevin D Schwertfeger,Kansas,State House,2024,114,general,https://www.ksforkansas.com/,,clear_campaign_url_only,https://www.ksforkansas.com/
16302,Richard Goldman,Maine,State House,2024,53,general,https://web.archive.org/web/20210323030919/https://feinsteinforca.com/,https://en.wikipedia.org/wiki/Dianne_Feinstein,clear_both,https://bluevoterguide.org/ME/candidate_Richard_Goldman/545866
14502,Lorraine M Ceniceros,Kansas,State House,2024,65,general,https://shawnchaunceyforkansas.com/,https://en.wikipedia.org/wiki/Shawn_Chauncey,clear_both,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=647673
14393,Lynn Gladney,Georgia,State House,2024,130,general,https://www.beglad4ga.com/,https://en.wikipedia.org/wiki/Lynn_Heffner,clear_both,https://www.beglad4ga.com/
16254,Teresa Borrenpohl,Idaho,State House,2024, 005-POSITION B,general,http://www.kcsheriff.com,https://en.wikipedia.org/wiki/Robert_Norris_(sheriff),clear_both,https://idahovoters.com/person/teresa-borrenpohl/
17166,Lucas J Herring,Vermont,State House,2024, WASHINGTON-1,general,http://www.barrecity.org,"https://en.wikipedia.org/wiki/Barre_(city),_Vermont",clear_both,
17108,Aboul B Khan,New Hampshire,State House,2024, ROCKINGHAM 030,general,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=311240,,clear_campaign_url_only,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=311240
14732,Vivian E Cook,New York,State House,2024,32,general,http://assembly.state.ny.us/mem/?ad=032,,clear_campaign_url_only,http://assembly.state.ny.us/mem/?ad=032
16287,Kevin Scott,Maine,State House,2024,73,general,http://lepageforcongress.com,https://en.wikipedia.org/wiki/Paul_LePage,clear_both,https://web.archive.org/web/20101029005110/http://libbymitchellforgovernor.com/
14933,Steven Smith,New Hampshire,State House,2024, SULLIVAN 003,general,http://www.steve4nh.com,,clear_campaign_url_only,http://www.steve4nh.com
16678,Marjorie K Smith,New Hampshire,State House,2024, STRAFFORD 010,general,http://www.ci.durham.nh.us,"https://en.wikipedia.org/wiki/Durham,_New_Hampshire",clear_both,http://www.ci.durham.nh.us
15128,Elizabeth Kosta,New Hampshire,State House,2024, ROCKINGHAM 020,general,http://www.plaistow.com,"https://en.wikipedia.org/wiki/Plaistow,_New_Hampshire",clear_both,https://bluevoterguide.org/NH/candidate_Elizabeth_Kosta/369450
15265,Michael Zvalaren,Pennsylvania,State House,2024,123,general,http://www.reptimtwardzik.com/,https://en.wikipedia.org/wiki/Timothy_Twardzik,clear_both,http://www.reptimtwardzik.com/
15761,Ivon Prescott,Maine,State House,2024,100,general,https://arford.mainecandidate.com/,https://en.wikipedia.org/wiki/Poppy_Arford,clear_both,https://bluevoterguide.org/district/ME/Maine_House_of_Representatives_District_100/14465/
16700,Richard H Thackston Iii,New Hampshire,State House,2024, CHESHIRE 012,general,http://www.troy-nh.us,"https://en.wikipedia.org/wiki/Troy,_New_Hampshire",clear_both,https://electiondatabase.nhpr.org/candidates/view/Richard-H-Thackston-III
17082,Denise Dede-Poulin,New Hampshire,State House,2024, STRAFFORD 006,general,https://dedepoulin.com/,,clear_campaign_url_only,https://dedepoulin.com/
16597,Teresa Ororke,New Hampshire,State House,2024, CHESHIRE 007,general,https://democracynh.com/,https://en.wikipedia.org/wiki/Terri_O'Rorke,clear_both,
17017,Timothy Wyatt,New Hampshire,State House,2024, HILLSBOROUGH 013,general,http://www.thetimestribune.com/,https://en.wikipedia.org/wiki/The_Times-Tribune_(Corbin),clear_both,https://bluevoterguide.org/NH/candidate_Timothy_Wyatt/330695
16863,Alec Brook-Krasny,New York,State House,2024,46,general,http://assembly.state.ny.us/mem/?ad=046&submit=Go,,clear_campaign_url_only,http://assembly.state.ny.us/mem/?ad=046&submit=Go
15544,Brad Evert Hessel,North Carolina,State Senate,2024,18,general,http://markharrisforcongress.org,https://en.wikipedia.org/wiki/Mark_Harris_(North_Carolina_politician),clear_both,http://markharrisforcongress.org
7221,David Hill,North Carolina,State Senate,2024,7,general,http://oregon.gov,https://en.wikipedia.org/wiki/Oregon,clear_both,https://www.hillforncsenate.com
7194,Dave Cortese,California,State Senate,2024,15,general,https://sd15.senate.ca.gov,,clear_campaign_url_only,http://www.davecortese.com
12090,Tony Virrueta,California,State Senate,2024,17,general,http://www.lairdforcasenate.com/,https://en.wikipedia.org/wiki/John_Laird_(American_politician),clear_both,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=625717
16074,Mario Paz,California,State Senate,2024,33,general,https://www.votelenagonzalez.com/,https://en.wikipedia.org/wiki/Lena_Gonzalez,clear_both,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=625725
15796,Brad Barnhill,Nevada,State Senate,2024,6,general,http://www.opensecrets.org/states/cands.php?cycle=2004&state=NV,https://en.wikipedia.org/wiki/2004_United_States_House_of_Representatives_elections_in_Nevada,clear_both,http://www.opensecrets.org/states/cands.php?cycle=2004&state=NV
14569,Elijah Mack,California,State Senate,2024,21,general,http://senate.ca.gov/limon,https://en.wikipedia.org/wiki/Monique_Limón,clear_both,https://www.mackforstatesenate.com
9194,Jo Beaudreau,Oregon,State Senate,2024,5,general,https://senatoranderson.com,https://en.wikipedia.org/wiki/Dick_Anderson_(Oregon_politician),clear_both,https://JoForOregon.com
15427,Heather Brown,Illinois,State Senate,2024,25,general,https://karinavilla.com/,https://en.wikipedia.org/wiki/Karina_Villa,clear_both,https://brownilsenator25.org
7618,Cesar J Blanco,Texas,State Senate,2024,29,general,https://www.yisd.net/eastwoodhigh,https://en.wikipedia.org/wiki/Eastwood_High_School_(Texas),clear_both,https://www.yisd.net/eastwoodhigh
7746,Matt Brass,Georgia,State Senate,2024,6,general,https://peachfile.ethics.ga.gov/public/cf/candidateprofile,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/candidateprofile
8905,Mike Ginsburg,Nevada,State Senate,2024,15,general,http://sharronangle.com/,https://en.wikipedia.org/wiki/Sharron_Angle,clear_both,https://ivoterguide.com/candidate/79912/race/20488/election/1221?culture=en-us
8077,Daniel Innis,New Hampshire,State Senate,2024,7,general,http://Dan4NH.com/,,clear_campaign_url_only,http://Dan4NH.com/
8204,Norman M Needleman,Connecticut,State Senate,2024,33,general,https://www.normforsenate.com/,,clear_campaign_url_only,https://www.normforsenate.com/
14599,Ashley Godwin,Georgia,State Senate,2024,30,general,http://staceyabrams.com,https://en.wikipedia.org/wiki/Stacey_Abrams,clear_both,https://www.voteashleygodwin.com/
16158,Timothy J Bearden,Georgia,State Senate,2024,30,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
9523,Paul Hambleton,Wisconsin,State Senate,2024,10,general,http://stafsholt4senate.com,https://en.wikipedia.org/wiki/Rob_Stafsholt,clear_both,http://www.local344.org/?zone=/unionactive/election_list.cfm
16974,Bennett Rutledge,Colorado,State Senate,2024,16,general,https://jenaforcolorado.com/,https://en.wikipedia.org/wiki/Jena_Griswold,clear_both,https://jenaforcolorado.com/
8630,Natalie R Figueroa,New Mexico,State Senate,2024,18,general,http://voteforgentry.com,https://en.wikipedia.org/wiki/Nate_Gentry,clear_both,https://nataliefornewmexico.org
15764,Tania C Wildbill,Oregon,State Senate,2024,29,general,https://www.oregon.gov/gov/Pages/index.aspx,https://en.wikipedia.org/wiki/Tina_Kotek,clear_both,https://www.votewildbill.com/
8405,Larry Grooms,South Carolina,State Senate,2024,37,general,https://archive.today/20130414221508/http://www.followthemoney.org/database/StateGlance/candidate.phtml?si=200040&c=378490,,clear_campaign_url_only,https://archive.today/20130414221508/http://www.followthemoney.org/database/StateGlance/candidate.phtml?si=200040&c=378490
8471,Randy Robertson,Georgia,State Senate,2024,29,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
9237,Joshua Sanchez,New Mexico,State Senate,2024,29,general,https://jas4nm.com/,,clear_campaign_url_only,https://jas4nm.com/
8640,Anthony Shane Massey,South Carolina,State Senate,2024,25,general,https://web.archive.org/web/20130617211240/http://shane2010.com/,,clear_campaign_url_only,https://web.archive.org/web/20130617211240/http://shane2010.com/
8678,Michelee Crawford,Nevada,State Senate,2024,1,general,http://shellyfornevada.com,,clear_campaign_url_only,http://shellyfornevada.com
10896,Bart Bryant,Georgia,State Senate,2024,53,general,http://coltonmoore.com,https://en.wikipedia.org/wiki/Colton_Moore,clear_both,https://bartbryant4georgia.com/
8882,Mike Hodges,Georgia,State Senate,2024,3,general,https://peachfile.ethics.ga.gov/public/cf/candidateprofile,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/candidateprofile
10872,Octavia Amaechi,South Carolina,State Senate,2024,12,general,https://rogernutt.com/,https://en.wikipedia.org/wiki/Roger_Nutt,clear_both,https://www.octaviaforsc.com
13493,Benee Hudson,Kansas,State Senate,2024,8,general,https://www.cindyforkansas.com/,https://en.wikipedia.org/wiki/Cindy_Holscher,clear_both,https://hudson4kansas.com/
8929,Russ Goodman,Georgia,State Senate,2024,8,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
8985,Dan A Sullivan,Arkansas,State Senate,2024,20,general,http://www.AState.edu,https://en.wikipedia.org/wiki/Arkansas_State_University,clear_both,https://arkelect.com/officials/375
12522,Rita Adkins,South Carolina,State Senate,2024,41,general,https://www.leberforsenate.com,https://en.wikipedia.org/wiki/Matt_Leber,clear_both,https://www.ritaadkins.com
15429,Danniel S Maio,New York,State Senate,2024,15,general,http://www.opensecrets.org/races/election.php?state=NY&cycle=2016,https://en.wikipedia.org/wiki/2016_United_States_House_of_Representatives_elections_in_New_York,clear_both,https://nyc.maio.net/
9262,Scott Cuthbertson,Utah,State Senate,2024,15,general,http://www.kathleenriebe.com/,https://en.wikipedia.org/wiki/Kathleen_Riebe,clear_both,https://scott4utahsenate.com
10472,Art Staed,Iowa,State Senate,2024,40,general,https://web.archive.org/web/20081210124032/http://www3.legis.state.ia.us/ga/member.do?id=6481&ga=82,,clear_campaign_url_only,https://web.archive.org/web/20081210124032/http://www3.legis.state.ia.us/ga/member.do?id=6481&ga=82
14685,Yokima Cureton,South Carolina,State Senate,2024,27,general,https://allenblackmon.com/,https://en.wikipedia.org/wiki/Allen_Blackmon,clear_both,https://www.yokimacuretonforsenatesc.com
9583,Ed Harbison,Georgia,State Senate,2024,15,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
9800,Richard J Cash,South Carolina,State Senate,2024,3,general,https://www.independentmail.com/videos/embed/100125284/?placement=mobileweb-amp&cst=news%2Flocal&series=news%2Flocal&keywords=Powdersville%2C+SC%2CSouth+Carolina+Senate%2CAnderson%2C+SC%2CRepublican+Party%2CKevin+Bryant%2CState+elections%2CPendleton%2C+SC%2CPrimary+elections%2CCrimes%2CDomestic+violence%2CDonations%2CReal+estate%2CU.S.+House+of+Representatives%2CSupreme+Court+of+the+United+States%2CDemocratic+Party%2CJames+Merrill%2CClemson+University%2CSouth+Carolina+Department+of+Transportation%2CJohn+Courson%2CJudiciary%2CRepublican+Party%2CWomen%27s+rights%2CAbortions%2CHouse+Judiciary+Committee%2CEconomy&licenseType=paid_subscriber,,clear_campaign_url_only,https://www.independentmail.com/videos/embed/100125284/?placement=mobileweb-amp&cst=news%2Flocal&series=news%2Flocal&keywords=Powdersville%2C+SC%2CSouth+Carolina+Senate%2CAnderson%2C+SC%2CRepublican+Party%2CKevin+Bryant%2CState+elections%2CPendleton%2C+SC%2CPrimary+elections%2CCrimes%2CDomestic+violence%2CDonations%2CReal+estate%2CU.S.+House+of+Representatives%2CSupreme+Court+of+the+United+States%2CDemocratic+Party%2CJames+Merrill%2CClemson+University%2CSouth+Carolina+Department+of+Transportation%2CJohn+Courson%2CJudiciary%2CRepublican+Party%2CWomen%27s+rights%2CAbortions%2CHouse+Judiciary+Committee%2CEconomy&licenseType=paid_subscriber
10067,Pat Huggins Pettey,Kansas,State Senate,2024,6,general,https://www.turnerusd202.org/our-schools/turner-high-school,https://en.wikipedia.org/wiki/Turner_High_School_(Kansas),clear_both,https://justfacts.votesmart.org/candidate/biography/7013/pat-pettey
10181,David Lucas,Georgia,State Senate,2024,26,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://web.archive.org/web/20210107140556/https://warnockforgeorgia.com/endorsements/
12505,Brian Pierson,Oregon,State Senate,2024,18,general,https://www.camposfororegon.com,https://en.wikipedia.org/wiki/Wlnsvey_Campos,clear_both,https://www.camposfororegon.com
13577,Sherman Hutchins,Maine,State Senate,2024,7,general,http://laurellibby.com,https://en.wikipedia.org/wiki/Laurel_Libby,clear_both,http://laurellibby.com
12992,Anthony Phillip Deluca Ii,Rhode Island,State Senate,2024,29,general,https://delucadistrict29.com/,,clear_campaign_url_only,https://delucadistrict29.com/
10605,Josh Mclaurin,Georgia,State Senate,2024,14,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
10785,James G Mccune,Washington,State Senate,2024,2,general,https://www.ourcampaigns.com/pages/CandidateDetail.html?CandidateID=50737,,clear_campaign_url_only,https://www.ourcampaigns.com/pages/CandidateDetail.html?CandidateID=50737
10796,Anne (Pinny) Beebe-Center,Maine,State Senate,2024,12,general,https://pinny.mainecandidate.com/,,clear_campaign_url_only,https://pinny.mainecandidate.com/
10865,Sam Watson,Georgia,State Senate,2024,11,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
11251,Donzella James,Georgia,State Senate,2024,28,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
11442,Emanuel Jones,Georgia,State Senate,2024,10,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
11821,Robert Doyle,Arizona,State Senate,2024,10,general,http://www.bobdole.org/,https://en.wikipedia.org/wiki/Bob_Dole,clear_both,https://www.fec.gov/data/elections/senate/PA/2018/
11828,Donna Bailey,Maine,State Senate,2024,31,general,https://www.dbformaine.com/,,clear_campaign_url_only,https://www.dbformaine.com/
11895,Van Burtenshaw,Idaho,State Senate,2024,31,general,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=340597,,clear_campaign_url_only,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=340597
12763,Tom Hearn,Idaho,State Senate,2024,2,general,https://www.amadorforidaho.com/,https://en.wikipedia.org/wiki/Paul_Amador,clear_both,https://idahovoters.com/person/tom-hearn/
12853,Freddie Powell Sims,Georgia,State Senate,2024,12,general,https://peachfile.ethics.ga.gov/public/cf/publiccandidate,,clear_campaign_url_only,https://peachfile.ethics.ga.gov/public/cf/publiccandidate
13609,Sue Vinton,Montana,State Senate,2024,20,general,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=368522,,clear_campaign_url_only,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=368522
14190,Carl Glimm,Montana,State Senate,2024,3,general,https://www.ourcampaigns.com/ContainerDetail.html?ContainerID=44396,,clear_campaign_url_only,https://www.ourcampaigns.com/ContainerDetail.html?ContainerID=44396
15226,Ernie Otten Jr,South Dakota,State Senate,2024,6,general,http://ottenforsenate.com,https://en.wikipedia.org/wiki/Ernie_Otten,clear_both,http://ottenforsenate.com
5829,Orlando Sonza,Ohio,US House,2024,1,general,http://landsmanforcongress.com,https://en.wikipedia.org/wiki/Greg_Landsman,clear_both,http://landsmanforcongress.com
6034,John Sitka Iii,Virginia,US House,2024,3,general,http://bobbyscottforcongress.com,https://en.wikipedia.org/wiki/Bobby_Scott_(politician),clear_both,https://sitkaforcongress.com/
17664,Lee Peters III,Virginia,State House,2023,65,general,http://mcguireva.com,https://en.wikipedia.org/wiki/John_McGuire_(Virginia_politician),clear_both,https://petersforvirginia.com/
17604,Josh Thomas,Virginia,State House,2023,21,general,https://jetforva.com/,,clear_campaign_url_only,https://jetforva.com/
17650,Susanna Gibson,Virginia,State House,2023,57,general,https://votedavidowen.com/,https://en.wikipedia.org/wiki/David_Owen_(Virginia_politician),clear_both,https://www.susannagibson.com/
17703,Karen Lynette Jenkins,Virginia,State House,2023,89,general,https://web.archive.org/web/20121106065953/http://www.jillstein.org/,https://en.wikipedia.org/wiki/Jill_Stein_2012_presidential_campaign,clear_both,https://karenforvirginia.com
17771,Brian McRory,New Jersey,State House,2023,6,general,http://lougreenwald.com,https://en.wikipedia.org/wiki/Louis_Greenwald,clear_both,https://sites.google.com/view/daniellebarryfornjassembly/barrymcrory-for-state-assembly?authuser=0
17700,Jarris Taylor Jr.,Virginia,State House,2023,86,general,https://www.cordozaforvirginia.com,https://en.wikipedia.org/wiki/A.C._Cordoza,clear_both,https://www.cordozaforvirginia.com
17776,Herbert C. Conaway Jr.,New Jersey,State House,2023,7,general,http://herbforcongress.com,https://en.wikipedia.org/wiki/Herb_Conaway,clear_both,http://herbforcongress.com
17945,Barbara McCann Stamato,New Jersey,State House,2023,31,general,https://www.bayonnenj.org/,"https://en.wikipedia.org/wiki/Bayonne,_New_Jersey",clear_both,https://www.njleg.state.nj.us/legislative-roster/484/assemblywoman-mccann-stamato
17709,John Sitka III,Virginia,State House,2023,93,general,http://bobbyscottforcongress.com,https://en.wikipedia.org/wiki/Bobby_Scott_(politician),clear_both,https://sitkaforcongress.com/
17928,Willie S. Jetti,New Jersey,State House,2023,28,general,http://www.nj.gov/governor,https://en.wikipedia.org/wiki/List_of_governors_of_New_Jersey,clear_both,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=592947
18010,Robert Darrow,Louisiana,State House,2023,6,general,http://thecha.org/,https://en.wikipedia.org/wiki/Chicago_Housing_Authority,clear_both,https://bluevoterguide.org/district/LA/Louisiana_House_of_Representatives_District_6/1328/
18023,Randall Robinson,Louisiana,State House,2023,15,general,https://nsu.edu,https://en.wikipedia.org/wiki/Norfolk_State_University,clear_both,https://politics1.com/la.htm
18032,Kevin Bates,Louisiana,State House,2023,20,general,https://web.archive.org/web/20110306090804/http://buddyroemer.com/,https://en.wikipedia.org/wiki/Buddy_Roemer,clear_both,https://vote-usa.org/Intro.aspx?State=LA&Id=LABatesKevin
18065,Mckinley James Jr.,Louisiana,State House,2023,39,general,http://JulieEmerson.org,https://en.wikipedia.org/wiki/Julie_Emerson,clear_both,http://JulieEmerson.org
18067,Allen Guillory,Louisiana,State House,2023,40,general,http://julialetlow.com,https://en.wikipedia.org/wiki/Julia_Letlow,clear_both,https://www.ourcampaigns.com/CandidateDetail.html?CandidateID=208798
18114,"Garry ""Frog"" Talbert",Louisiana,State House,2023,64,general,http://garretgraves.house.gov,https://en.wikipedia.org/wiki/Garret_Graves,clear_both,http://garretgraves.house.gov
18119,Jamie Pope,Louisiana,State House,2023,65,general,http://www.stpgov.org,https://en.wikipedia.org/wiki/Saint_Tammany_Parish,clear_both,https://www.popeforla.com/
